"DATA_LECTURA","DATA_EXTREM","CODI_ESTACIO","ACRÒNIM","VALOR"
2022-01-12,"01:02:00","X8","VVX10",5.1
2022-01-12,"01:02:00","X8","DVVX10",84
2022-01-13,NA,"D5","TM",7.2
2022-01-13,"14:51:00","D5","TX",12.7
2022-01-13,"07:15:00","D5","TN",4.5
2022-01-13,NA,"D5","HRM",65
2022-01-13,"08:02:00","D5","HRX",87
2022-01-13,"23:59:00","D5","HRN",31
2022-01-13,NA,"D5","PM",984.2
2022-01-13,"22:31:00","D5","PX",985.4
2022-01-13,"05:01:00","D5","PN",982.9
2022-01-13,NA,"D5","PPT",0
2022-01-13,NA,"D5","RS24h",10
2022-01-13,NA,"D5","VVM10",2.3
2022-01-13,NA,"D5","DVM10",93
2022-01-13,"02:26:00","D5","VVX10",9.2
2022-01-13,"02:26:00","D5","DVVX10",330
2022-01-13,NA,"X2","TM",7.4
2022-01-13,"11:58:00","X2","TX",12
2022-01-13,"06:44:00","X2","TN",3.8
2022-01-13,NA,"X2","HRM",70
2022-01-13,"01:48:00","X2","HRX",88
2022-01-13,"11:53:00","X2","HRN",49
2022-01-13,NA,"X4","TM",9.4
2022-01-13,"13:12:00","X4","TX",12.7
2022-01-13,"05:02:00","X4","TN",6.5
2022-01-13,NA,"X4","HRM",59
2022-01-13,"05:04:00","X4","HRX",75
2022-01-13,"15:05:00","X4","HRN",40
2022-01-13,NA,"X4","PM",1030.3
2022-01-13,"19:00:00","X4","PX",1031.8
2022-01-13,"00:50:00","X4","PN",1029.1
2022-01-13,NA,"X4","PPT",0
2022-01-13,NA,"X4","RS24h",10
2022-01-13,NA,"X4","VVM10",1
2022-01-13,NA,"X4","DVM10",59
2022-01-13,"20:51:00","X4","VVX10",3.9
2022-01-13,"20:51:00","X4","DVVX10",351
2022-01-13,NA,"X8","TM",7.4
2022-01-13,"13:51:00","X8","TX",13.2
2022-01-13,"07:35:00","X8","TN",3.1
2022-01-13,NA,"X8","HRM",72
2022-01-13,"06:37:00","X8","HRX",95
2022-01-13,"12:32:00","X8","HRN",42
2022-01-13,NA,"X8","PM",1024.3
2022-01-13,"22:31:00","X8","PX",1025.5
2022-01-13,"01:00:00","X8","PN",1023.1
2022-01-13,NA,"X8","PPT",0
2022-01-13,NA,"X8","RS24h",9.7
2022-01-13,NA,"X8","VVM10",0.9
2022-01-13,NA,"X8","DVM10",279
2022-01-13,"14:11:00","X8","VVX10",3.4
2022-01-13,"14:11:00","X8","DVVX10",184
2022-01-14,NA,"D5","TM",7.3
2022-01-14,"13:46:00","D5","TX",12.6
2022-01-14,"05:22:00","D5","TN",5.3
2022-01-14,NA,"D5","HRM",62
2022-01-14,"19:38:00","D5","HRX",85
2022-01-14,"00:08:00","D5","HRN",30
2022-01-14,NA,"D5","PM",983.2
2022-01-14,"09:30:00","D5","PX",984.9
2022-01-14,"23:52:00","D5","PN",979.9
2022-01-14,NA,"D5","PPT",0
2022-01-14,NA,"D5","RS24h",9.7
2022-01-14,NA,"D5","VVM10",3.5
2022-01-14,NA,"D5","DVM10",50
2022-01-14,"23:02:00","D5","VVX10",9.3
2022-01-14,"23:02:00","D5","DVVX10",272
2022-01-14,NA,"X2","TM",7.7
2022-01-14,"12:12:00","X2","TX",12.9
2022-01-14,"03:56:00","X2","TN",3.9
2022-01-14,NA,"X2","HRM",64
2022-01-14,"23:40:00","X2","HRX",93
2022-01-14,"11:17:00","X2","HRN",35
2022-01-14,NA,"X4","TM",10.1
2022-01-14,"13:33:00","X4","TX",13.6
2022-01-14,"04:38:00","X4","TN",6.6
2022-01-14,NA,"X4","HRM",52
2022-01-14,"20:19:00","X4","HRX",70
2022-01-14,"10:40:00","X4","HRN",33
2022-01-14,NA,"X4","PM",1029.1
2022-01-14,"02:30:00","X4","PX",1031.4
2022-01-14,"23:59:00","X4","PN",1025.8
2022-01-14,NA,"X4","PPT",0
2022-01-14,NA,"X4","RS24h",8.9
2022-01-14,NA,"X4","VVM10",1
2022-01-14,NA,"X4","DVM10",3
2022-01-14,"14:14:00","X4","VVX10",4.2
2022-01-14,"14:14:00","X4","DVVX10",125
2022-01-14,NA,"X8","TM",7.7
2022-01-14,"13:33:00","X8","TX",14
2022-01-14,"06:45:00","X8","TN",3
2022-01-14,NA,"X8","HRM",64
2022-01-14,"22:12:00","X8","HRX",84
2022-01-14,"11:38:00","X8","HRN",38
2022-01-14,NA,"X8","PM",1023.2
2022-01-14,"02:09:00","X8","PX",1025.1
2022-01-14,"23:59:00","X8","PN",1020
2022-01-14,NA,"X8","PPT",0
2022-01-14,NA,"X8","RS24h",9.2
2022-01-14,NA,"X8","VVM10",1.2
2022-01-14,NA,"X8","DVM10",277
2022-01-14,"23:48:00","X8","VVX10",4.6
2022-01-14,"23:48:00","X8","DVVX10",300
2022-01-15,NA,"D5","TM",7
2022-01-15,"14:03:00","D5","TX",13
2022-01-15,"07:48:00","D5","TN",3.9
2022-01-15,NA,"D5","HRM",43
2022-01-15,"00:00:00","D5","HRX",77
2022-01-15,"15:16:00","D5","HRN",29
2022-01-15,NA,"D5","PM",977.3
2022-01-15,"00:04:00","D5","PX",980
2022-01-15,"14:56:00","D5","PN",975.8
2022-01-15,NA,"D5","PPT",0
2022-01-15,NA,"D5","RS24h",10.7
2022-01-15,NA,"D5","VVM10",8
2022-01-15,NA,"D5","DVM10",309
2022-01-15,"08:17:00","D5","VVX10",13.5
2022-01-15,"08:17:00","D5","DVVX10",319
2022-01-15,NA,"X2","TM",8.4
2022-01-15,"13:54:00","X2","TX",14
2022-01-15,"23:45:00","X2","TN",3.5
2022-01-15,NA,"X2","HRM",49
2022-01-15,"00:00:00","X2","HRX",93
2022-01-15,"13:56:00","X2","HRN",26
2022-01-15,NA,"X4","TM",9.9
2022-01-15,"13:47:00","X4","TX",14.9
2022-01-15,"07:22:00","X4","TN",7.2
2022-01-15,NA,"X4","HRM",39
2022-01-15,"00:00:00","X4","HRX",66
2022-01-15,"13:42:00","X4","HRN",23
2022-01-15,NA,"X4","PM",1023.1
2022-01-15,"00:00:00","X4","PX",1026
2022-01-15,"14:16:00","X4","PN",1021.1
2022-01-15,NA,"X4","PPT",0
2022-01-15,NA,"X4","RS24h",10.5
2022-01-15,NA,"X4","VVM10",2.4
2022-01-15,NA,"X4","DVM10",276
2022-01-15,"08:00:00","X4","VVX10",9.3
2022-01-15,"08:00:00","X4","DVVX10",287
2022-01-15,NA,"X8","TM",8.6
2022-01-15,"13:37:00","X8","TX",14.3
2022-01-15,"07:29:00","X8","TN",5.8
2022-01-15,NA,"X8","HRM",43
2022-01-15,"00:19:00","X8","HRX",74
2022-01-15,"13:33:00","X8","HRN",24
2022-01-15,NA,"X8","PM",1017.2
2022-01-15,"00:00:00","X8","PX",1020
2022-01-15,"14:30:00","X8","PN",1015.4
2022-01-15,NA,"X8","PPT",0
2022-01-15,NA,"X8","RS24h",10.2
2022-01-15,NA,"X8","VVM10",3.5
2022-01-15,NA,"X8","DVM10",295
2022-01-15,"08:12:00","X8","VVX10",10.1
2022-01-15,"08:12:00","X8","DVVX10",313
2022-01-16,NA,"D5","TM",8.1
2022-01-16,"13:32:00","D5","TX",13.3
2022-01-16,"02:05:00","D5","TN",4.8
2022-01-16,NA,"D5","HRM",36
2022-01-16,"01:17:00","D5","HRX",52
2022-01-16,"12:57:00","D5","HRN",23
2022-01-16,NA,"D5","PM",979.4
2022-01-16,"23:39:00","D5","PX",982
2022-01-16,"00:40:00","D5","PN",976
2022-01-16,NA,"D5","PPT",0
2022-01-16,NA,"D5","RS24h",10.4
2022-01-16,NA,"D5","VVM10",4.4
2022-01-16,NA,"D5","DVM10",335
2022-01-16,"23:26:00","D5","VVX10",10
2022-01-16,"23:26:00","D5","DVVX10",318
2022-01-16,NA,"X2","TM",6.3
2022-01-16,"13:12:00","X2","TX",13
2022-01-16,"04:45:00","X2","TN",1.8
2022-01-16,NA,"X2","HRM",61
2022-01-16,"20:07:00","X2","HRX",81
2022-01-16,"12:06:00","X2","HRN",30
2022-01-16,NA,"X4","TM",9.6
2022-01-16,"13:38:00","X4","TX",13.7
2022-01-16,"06:34:00","X4","TN",5.6
2022-01-16,NA,"X4","HRM",42
2022-01-16,"07:17:00","X4","HRX",54
2022-01-16,"12:31:00","X4","HRN",27
2022-01-16,NA,"X4","PM",1025.1
2022-01-16,"23:30:00","X4","PX",1027.7
2022-01-16,"00:40:00","X4","PN",1021.7
2022-01-16,NA,"X4","PPT",0
2022-01-16,NA,"X4","RS24h",10.4
2022-01-16,NA,"X4","VVM10",0.8
2022-01-16,NA,"X4","DVM10",198
2022-01-16,"21:38:00","X4","VVX10",3.6
2022-01-16,"21:38:00","X4","DVVX10",310
2022-01-16,NA,"X8","TM",8.6
2022-01-16,"13:18:00","X8","TX",14.8
2022-01-16,"07:10:00","X8","TN",3.3
2022-01-16,NA,"X8","HRM",43
2022-01-16,"17:55:00","X8","HRX",62
2022-01-16,"14:38:00","X8","HRN",25
2022-01-16,NA,"X8","PM",1019.2
2022-01-16,"23:52:00","X8","PX",1021.7
2022-01-16,"00:40:00","X8","PN",1015.8
2022-01-16,NA,"X8","PPT",0
2022-01-16,NA,"X8","RS24h",10
2022-01-16,NA,"X8","VVM10",1.3
2022-01-16,NA,"X8","DVM10",285
2022-01-16,"04:25:00","X8","VVX10",6.6
2022-01-16,"04:25:00","X8","DVVX10",310
2022-01-17,NA,"D5","TM",8.2
2022-01-17,"15:43:00","D5","TX",14
2022-01-17,"06:57:00","D5","TN",5
2022-01-17,NA,"D5","HRM",37
2022-01-17,"23:35:00","D5","HRX",49
2022-01-17,"13:14:00","D5","HRN",24
2022-01-17,NA,"D5","PM",981.6
2022-01-17,"10:09:00","D5","PX",984
2022-01-17,"23:58:00","D5","PN",980.2
2022-01-17,NA,"D5","PPT",0
2022-01-17,NA,"D5","RS24h",10.6
2022-01-17,NA,"D5","VVM10",7.7
2022-01-17,NA,"D5","DVM10",307
2022-01-17,"23:09:00","D5","VVX10",12.3
2022-01-17,"23:09:00","D5","DVVX10",316
2022-01-17,NA,"X2","TM",7.5
2022-01-17,"14:24:00","X2","TX",15.7
2022-01-17,"04:34:00","X2","TN",1.7
2022-01-17,NA,"X2","HRM",58
2022-01-17,"05:24:00","X2","HRX",83
2022-01-17,"14:24:00","X2","HRN",22
2022-01-17,NA,"X4","TM",10.7
2022-01-17,"14:06:00","X4","TX",16.9
2022-01-17,"04:10:00","X4","TN",6.7
2022-01-17,NA,"X4","HRM",36
2022-01-17,"17:08:00","X4","HRX",54
2022-01-17,"14:08:00","X4","HRN",17
2022-01-17,NA,"X4","PM",1027.2
2022-01-17,"10:16:00","X4","PX",1029.8
2022-01-17,"23:58:00","X4","PN",1026
2022-01-17,NA,"X4","PPT",0
2022-01-17,NA,"X4","RS24h",10.6
2022-01-17,NA,"X4","VVM10",1.4
2022-01-17,NA,"X4","DVM10",267
2022-01-17,"18:18:00","X4","VVX10",6.6
2022-01-17,"18:18:00","X4","DVVX10",308
2022-01-17,NA,"X8","TM",9.8
2022-01-17,"14:35:00","X8","TX",16
2022-01-17,"00:43:00","X8","TN",5.9
2022-01-17,NA,"X8","HRM",38
2022-01-17,"17:22:00","X8","HRX",67
2022-01-17,"14:11:00","X8","HRN",21
2022-01-17,NA,"X8","PM",1021.3
2022-01-17,"10:09:00","X8","PX",1023.8
2022-01-17,"23:59:00","X8","PN",1020
2022-01-17,NA,"X8","PPT",0
2022-01-17,NA,"X8","RS24h",10.3
2022-01-17,NA,"X8","VVM10",2.9
2022-01-17,NA,"X8","DVM10",297
2022-01-17,"07:39:00","X8","VVX10",9.2
2022-01-17,"07:39:00","X8","DVVX10",305
2022-01-18,NA,"D5","TM",7
2022-01-18,"13:14:00","D5","TX",10
2022-01-18,"03:45:00","D5","TN",4.6
2022-01-18,NA,"D5","HRM",69
2022-01-18,"23:48:00","D5","HRX",94
2022-01-18,"08:43:00","D5","HRN",38
2022-01-18,NA,"D5","PM",981
2022-01-18,"22:41:00","D5","PX",983.3
2022-01-18,"05:27:00","D5","PN",978.8
2022-01-18,NA,"D5","PPT",0
2022-01-18,NA,"D5","RS24h",10.2
2022-01-18,NA,"D5","VVM10",5.9
2022-01-18,NA,"D5","DVM10",30
2022-01-18,"05:53:00","D5","VVX10",15.2
2022-01-18,"05:53:00","D5","DVVX10",326
2022-01-18,NA,"X2","TM",7.8
2022-01-18,"11:55:00","X2","TX",13.1
2022-01-18,"03:50:00","X2","TN",2.5
2022-01-18,NA,"X2","HRM",72
2022-01-18,"22:03:00","X2","HRX",93
2022-01-18,"10:39:00","X2","HRN",38
2022-01-18,NA,"X4","TM",10.1
2022-01-18,"12:02:00","X4","TX",12.9
2022-01-18,"06:50:00","X4","TN",7.2
2022-01-18,NA,"X4","HRM",58
2022-01-18,"21:32:00","X4","HRX",75
2022-01-18,"10:14:00","X4","HRN",33
2022-01-18,NA,"X4","PM",1026.9
2022-01-18,"22:34:00","X4","PX",1029.2
2022-01-18,"04:35:00","X4","PN",1025.1
2022-01-18,NA,"X4","PPT",0
2022-01-18,NA,"X4","RS24h",9.3
2022-01-18,NA,"X4","VVM10",1.4
2022-01-18,NA,"X4","DVM10",42
2022-01-18,"15:15:00","X4","VVX10",6.4
2022-01-18,"15:15:00","X4","DVVX10",85
2022-01-18,NA,"X8","TM",9.1
2022-01-18,"12:38:00","X8","TX",13.2
2022-01-18,"07:13:00","X8","TN",5.3
2022-01-18,NA,"X8","HRM",63
2022-01-18,"23:40:00","X8","HRX",88
2022-01-18,"10:20:00","X8","HRN",35
2022-01-18,NA,"X8","PM",1021
2022-01-18,"22:33:00","X8","PX",1023.2
2022-01-18,"04:38:00","X8","PN",1019.1
2022-01-18,NA,"X8","PPT",0
2022-01-18,NA,"X8","RS24h",9.6
2022-01-18,NA,"X8","VVM10",1.9
2022-01-18,NA,"X8","DVM10",15
2022-01-18,"05:43:00","X8","VVX10",7.7
2022-01-18,"05:43:00","X8","DVVX10",317
2022-01-19,NA,"D5","TM",7.1
2022-01-19,"15:15:00","D5","TX",12.1
2022-01-19,"06:42:00","D5","TN",5.4
2022-01-19,NA,"D5","HRM",84
2022-01-19,"20:25:00","D5","HRX",96
2022-01-19,"15:17:00","D5","HRN",60
2022-01-19,NA,"D5","PM",981.1
2022-01-19,"10:03:00","D5","PX",983
2022-01-19,"23:59:00","D5","PN",979.3
2022-01-19,NA,"D5","PPT",0
2022-01-19,NA,"D5","RS24h",6.5
2022-01-19,NA,"D5","VVM10",1.9
2022-01-19,NA,"D5","DVM10",259
2022-01-19,"15:24:00","D5","VVX10",5.1
2022-01-19,"15:24:00","D5","DVVX10",225
2022-01-19,NA,"X2","TM",8.6
2022-01-19,"12:04:00","X2","TX",13
2022-01-19,"06:36:00","X2","TN",6.1
2022-01-19,NA,"X2","HRM",76
2022-01-19,"20:02:00","X2","HRX",91
2022-01-19,"12:05:00","X2","HRN",56
2022-01-19,NA,"X4","TM",10.1
2022-01-19,"13:55:00","X4","TX",12.9
2022-01-19,"07:07:00","X4","TN",7.6
2022-01-19,NA,"X4","HRM",69
2022-01-19,"07:02:00","X4","HRX",77
2022-01-19,"13:55:00","X4","HRN",55
2022-01-19,NA,"X4","PM",1027
2022-01-19,"10:00:00","X4","PX",1029.1
2022-01-19,"23:57:00","X4","PN",1025.1
2022-01-19,NA,"X4","PPT",0
2022-01-19,NA,"X4","RS24h",7.1
2022-01-19,NA,"X4","VVM10",1
2022-01-19,NA,"X4","DVM10",7
2022-01-19,"15:35:00","X4","VVX10",4.3
2022-01-19,"15:35:00","X4","DVVX10",207
2022-01-19,NA,"X8","TM",8.3
2022-01-19,"14:20:00","X8","TX",12.8
2022-01-19,"07:01:00","X8","TN",4.5
2022-01-19,NA,"X8","HRM",82
2022-01-19,"06:30:00","X8","HRX",100
2022-01-19,"11:36:00","X8","HRN",55
2022-01-19,NA,"X8","PM",1021
2022-01-19,"10:02:00","X8","PX",1023
2022-01-19,"23:50:00","X8","PN",1019.2
2022-01-19,NA,"X8","PPT",0
2022-01-19,NA,"X8","RS24h",7.4
2022-01-19,NA,"X8","VVM10",0.7
2022-01-19,NA,"X8","DVM10",287
2022-01-19,"15:13:00","X8","VVX10",4.3
2022-01-19,"15:13:00","X8","DVVX10",199
2022-01-20,NA,"D5","TM",8.1
2022-01-20,"13:57:00","D5","TX",14.9
2022-01-20,"04:31:00","D5","TN",5.6
2022-01-20,NA,"D5","HRM",68
2022-01-20,"04:35:00","D5","HRX",85
2022-01-20,"14:00:00","D5","HRN",49
2022-01-20,NA,"D5","PM",977.1
2022-01-20,"00:00:00","D5","PX",979.4
2022-01-20,"23:58:00","D5","PN",974.8
2022-01-20,NA,"D5","PPT",0
2022-01-20,NA,"D5","RS24h",10.1
2022-01-20,NA,"D5","VVM10",3.6
2022-01-20,NA,"D5","DVM10",307
2022-01-20,"21:44:00","D5","VVX10",10.2
2022-01-20,"21:44:00","D5","DVVX10",338
2022-01-20,NA,"X2","TM",9
2022-01-20,"13:07:00","X2","TX",14
2022-01-20,"07:15:00","X2","TN",5.2
2022-01-20,NA,"X2","HRM",69
2022-01-20,"01:00:00","X2","HRX",88
2022-01-20,"13:07:00","X2","HRN",49
2022-01-20,NA,"X4","TM",10.4
2022-01-20,"13:39:00","X4","TX",14.1
2022-01-20,"06:30:00","X4","TN",7.5
2022-01-20,NA,"X4","HRM",60
2022-01-20,"01:27:00","X4","HRX",76
2022-01-20,"12:30:00","X4","HRN",44
2022-01-20,NA,"X4","PM",1022.7
2022-01-20,"00:00:00","X4","PX",1025.3
2022-01-20,"23:59:00","X4","PN",1020.4
2022-01-20,NA,"X4","PPT",0
2022-01-20,NA,"X4","RS24h",9.9
2022-01-20,NA,"X4","VVM10",1.3
2022-01-20,NA,"X4","DVM10",291
2022-01-20,"22:25:00","X4","VVX10",5.1
2022-01-20,"22:25:00","X4","DVVX10",338
2022-01-20,NA,"X8","TM",8.6
2022-01-20,"11:55:00","X8","TX",14
2022-01-20,"04:00:00","X8","TN",3.9
2022-01-20,NA,"X8","HRM",70
2022-01-20,"03:40:00","X8","HRX",95
2022-01-20,"12:09:00","X8","HRN",46
2022-01-20,NA,"X8","PM",1016.8
2022-01-20,"00:00:00","X8","PX",1019.3
2022-01-20,"23:43:00","X8","PN",1014.5
2022-01-20,NA,"X8","PPT",0
2022-01-20,NA,"X8","RS24h",9.6
2022-01-20,NA,"X8","VVM10",1.4
2022-01-20,NA,"X8","DVM10",274
2022-01-20,"19:34:00","X8","VVX10",6.4
2022-01-20,"19:34:00","X8","DVVX10",327
2022-01-21,NA,"D5","TM",5.6
2022-01-21,"13:36:00","D5","TX",9.2
2022-01-21,"08:42:00","D5","TN",3.5
2022-01-21,NA,"D5","HRM",72
2022-01-21,"02:16:00","D5","HRX",86
2022-01-21,"13:37:00","D5","HRN",59
2022-01-21,NA,"D5","PM",976.2
2022-01-21,"23:56:00","D5","PX",979.8
2022-01-21,"03:55:00","D5","PN",973.6
2022-01-21,NA,"D5","PPT",0
2022-01-21,NA,"D5","RS24h",9
2022-01-21,NA,"D5","VVM10",4.8
2022-01-21,NA,"D5","DVM10",334
2022-01-21,"09:19:00","D5","VVX10",11.4
2022-01-21,"09:19:00","D5","DVVX10",328
2022-01-21,NA,"X2","TM",8.2
2022-01-21,"13:54:00","X2","TX",11.7
2022-01-21,"23:39:00","X2","TN",5.4
2022-01-21,NA,"X2","HRM",63
2022-01-21,"04:34:00","X2","HRX",76
2022-01-21,"15:12:00","X2","HRN",52
2022-01-21,NA,"X4","TM",9.2
2022-01-21,"13:30:00","X4","TX",12.3
2022-01-21,"03:12:00","X4","TN",7.6
2022-01-21,NA,"X4","HRM",57
2022-01-21,"05:15:00","X4","HRX",66
2022-01-21,"15:09:00","X4","HRN",47
2022-01-21,NA,"X4","PM",1022
2022-01-21,"23:58:00","X4","PX",1025.8
2022-01-21,"04:00:00","X4","PN",1019.4
2022-01-21,NA,"X4","PPT",0
2022-01-21,NA,"X4","RS24h",6.5
2022-01-21,NA,"X4","VVM10",1.5
2022-01-21,NA,"X4","DVM10",354
2022-01-21,"11:34:00","X4","VVX10",6.7
2022-01-21,"11:34:00","X4","DVVX10",357
2022-01-21,NA,"X8","TM",7.1
2022-01-21,"13:12:00","X8","TX",11.7
2022-01-21,"06:22:00","X8","TN",4.3
2022-01-21,NA,"X8","HRM",69
2022-01-21,"06:24:00","X8","HRX",87
2022-01-21,"13:13:00","X8","HRN",52
2022-01-21,NA,"X8","PM",1016
2022-01-21,"23:57:00","X8","PX",1019.8
2022-01-21,"04:01:00","X8","PN",1013.4
2022-01-21,NA,"X8","PPT",0
2022-01-21,NA,"X8","RS24h",6.6
2022-01-21,NA,"X8","VVM10",1.6
2022-01-21,NA,"X8","DVM10",317
2022-01-21,"09:34:00","X8","VVX10",9.4
2022-01-21,"09:34:00","X8","DVVX10",338
2022-01-22,NA,"D5","TM",5.3
2022-01-22,"15:04:00","D5","TX",10.4
2022-01-22,"06:03:00","D5","TN",1.2
2022-01-22,NA,"D5","HRM",56
2022-01-22,"07:50:00","D5","HRX",69
2022-01-22,"14:39:00","D5","HRN",40
2022-01-22,NA,"D5","PM",979.8
2022-01-22,"10:12:00","D5","PX",981.3
2022-01-22,"14:09:00","D5","PN",978.5
2022-01-22,NA,"D5","PPT",0
2022-01-22,NA,"D5","RS24h",10.9
2022-01-22,NA,"D5","VVM10",4.6
2022-01-22,NA,"D5","DVM10",312
2022-01-22,"03:35:00","D5","VVX10",10.9
2022-01-22,"03:35:00","D5","DVVX10",329
2022-01-22,NA,"X2","TM",7.5
2022-01-22,"15:00:00","X2","TX",12.1
2022-01-22,"07:53:00","X2","TN",4.4
2022-01-22,NA,"X2","HRM",56
2022-01-22,"01:51:00","X2","HRX",78
2022-01-22,"13:45:00","X2","HRN",36
2022-01-22,NA,"X4","TM",8.9
2022-01-22,"15:07:00","X4","TX",13.2
2022-01-22,"08:00:00","X4","TN",5.6
2022-01-22,NA,"X4","HRM",45
2022-01-22,"00:00:00","X4","HRX",55
2022-01-22,"13:03:00","X4","HRN",32
2022-01-22,NA,"X4","PM",1025.9
2022-01-22,"10:23:00","X4","PX",1027.6
2022-01-22,"15:09:00","X4","PN",1024.4
2022-01-22,NA,"X4","PPT",0
2022-01-22,NA,"X4","RS24h",10.7
2022-01-22,NA,"X4","VVM10",1.4
2022-01-22,NA,"X4","DVM10",290
2022-01-22,"12:02:00","X4","VVX10",6.7
2022-01-22,"12:02:00","X4","DVVX10",312
2022-01-22,NA,"X8","TM",7
2022-01-22,"14:37:00","X8","TX",12.5
2022-01-22,"07:54:00","X8","TN",3
2022-01-22,NA,"X8","HRM",51
2022-01-22,"23:23:00","X8","HRX",68
2022-01-22,"14:42:00","X8","HRN",35
2022-01-22,NA,"X8","PM",1019.9
2022-01-22,"10:33:00","X8","PX",1021.6
2022-01-22,"15:09:00","X8","PN",1018.5
2022-01-22,NA,"X8","PPT",0
2022-01-22,NA,"X8","RS24h",10.5
2022-01-22,NA,"X8","VVM10",2.5
2022-01-22,NA,"X8","DVM10",310
2022-01-22,"06:10:00","X8","VVX10",9.4
2022-01-22,"06:10:00","X8","DVVX10",308
2022-01-23,NA,"D5","TM",7.4
2022-01-23,"14:12:00","D5","TX",13.5
2022-01-23,"06:22:00","D5","TN",4.5
2022-01-23,NA,"D5","HRM",68
2022-01-23,"19:56:00","D5","HRX",88
2022-01-23,"13:18:00","D5","HRN",50
2022-01-23,NA,"D5","PM",979.3
2022-01-23,"10:04:00","D5","PX",980.5
2022-01-23,"14:57:00","D5","PN",977.8
2022-01-23,NA,"D5","PPT",0
2022-01-23,NA,"D5","RS24h",10.7
2022-01-23,NA,"D5","VVM10",2.6
2022-01-23,NA,"D5","DVM10",206
2022-01-23,"14:27:00","D5","VVX10",7
2022-01-23,"14:27:00","D5","DVVX10",202
2022-01-23,NA,"X2","TM",7.3
2022-01-23,"12:03:00","X2","TX",12.8
2022-01-23,"07:38:00","X2","TN",2.7
2022-01-23,NA,"X2","HRM",70
2022-01-23,"23:46:00","X2","HRX",92
2022-01-23,"10:49:00","X2","HRN",46
2022-01-23,NA,"X4","TM",9.3
2022-01-23,"11:17:00","X4","TX",12.5
2022-01-23,"07:15:00","X4","TN",5.8
2022-01-23,NA,"X4","HRM",59
2022-01-23,"22:06:00","X4","HRX",74
2022-01-23,"10:18:00","X4","HRN",45
2022-01-23,NA,"X4","PM",1025.2
2022-01-23,"09:30:00","X4","PX",1026.7
2022-01-23,"15:12:00","X4","PN",1023.7
2022-01-23,NA,"X4","PPT",0
2022-01-23,NA,"X4","RS24h",10.8
2022-01-23,NA,"X4","VVM10",0.9
2022-01-23,NA,"X4","DVM10",296
2022-01-23,"14:36:00","X4","VVX10",5.1
2022-01-23,"14:36:00","X4","DVVX10",220
2022-01-23,NA,"X8","TM",7.3
2022-01-23,"13:02:00","X8","TX",13.5
2022-01-23,"06:16:00","X8","TN",2.1
2022-01-23,NA,"X8","HRM",70
2022-01-23,"19:22:00","X8","HRX",87
2022-01-23,"13:02:00","X8","HRN",47
2022-01-23,NA,"X8","PM",1019.2
2022-01-23,"10:32:00","X8","PX",1020.5
2022-01-23,"15:06:00","X8","PN",1017.8
2022-01-23,NA,"X8","PPT",0
2022-01-23,NA,"X8","RS24h",10.5
2022-01-23,NA,"X8","VVM10",1.1
2022-01-23,NA,"X8","DVM10",279
2022-01-23,"15:07:00","X8","VVX10",5.5
2022-01-23,"15:07:00","X8","DVVX10",220
2022-01-24,NA,"D5","TM",7.7
2022-01-24,"14:35:00","D5","TX",13.4
2022-01-24,"07:23:00","D5","TN",5.4
2022-01-24,NA,"D5","HRM",75
2022-01-24,"20:30:00","D5","HRX",89
2022-01-24,"14:36:00","D5","HRN",53
2022-01-24,NA,"D5","PM",980.3
2022-01-24,"23:59:00","D5","PX",982.5
2022-01-24,"03:41:00","D5","PN",978.5
2022-01-24,NA,"D5","PPT",0
2022-01-24,NA,"D5","RS24h",8.7
2022-01-24,NA,"D5","VVM10",2
2022-01-24,NA,"D5","DVM10",258
2022-01-24,"00:06:00","D5","VVX10",5.8
2022-01-24,"00:06:00","D5","DVVX10",296
2022-01-24,NA,"X2","TM",8
2022-01-24,"12:47:00","X2","TX",13.3
2022-01-24,"03:08:00","X2","TN",4.7
2022-01-24,NA,"X2","HRM",77
2022-01-24,"23:22:00","X2","HRX",95
2022-01-24,"12:00:00","X2","HRN",55
2022-01-24,NA,"X4","TM",9.6
2022-01-24,"12:39:00","X4","TX",13.9
2022-01-24,"05:30:00","X4","TN",6.3
2022-01-24,NA,"X4","HRM",69
2022-01-24,"23:40:00","X4","HRX",81
2022-01-24,"11:40:00","X4","HRN",53
2022-01-24,NA,"X4","PM",1026.1
2022-01-24,"23:30:00","X4","PX",1028.5
2022-01-24,"03:44:00","X4","PN",1024.4
2022-01-24,NA,"X4","PPT",0
2022-01-24,NA,"X4","RS24h",8.4
2022-01-24,NA,"X4","VVM10",0.8
2022-01-24,NA,"X4","DVM10",116
2022-01-24,"14:42:00","X4","VVX10",4.4
2022-01-24,"14:42:00","X4","DVVX10",136
2022-01-24,NA,"X8","TM",7.8
2022-01-24,"14:16:00","X8","TX",14.6
2022-01-24,"06:08:00","X8","TN",2.3
2022-01-24,NA,"X8","HRM",78
2022-01-24,"23:44:00","X8","HRX",97
2022-01-24,"13:31:00","X8","HRN",47
2022-01-24,NA,"X8","PM",1020.2
2022-01-24,"23:58:00","X8","PX",1022.4
2022-01-24,"03:30:00","X8","PN",1018.4
2022-01-24,NA,"X8","PPT",0
2022-01-24,NA,"X8","RS24h",10.1
2022-01-24,NA,"X8","VVM10",1
2022-01-24,NA,"X8","DVM10",280
2022-01-24,"15:03:00","X8","VVX10",4.8
